kkfls_lon,kkfls_lat,terra_lon,terra_lat,kkfln_lon,kkfln_lat
-151.55516914075469,59.62671824567231,-151.56971332351955,59.63275288637884,-151.55755677754013,59.62747663609042
-151.5552509843577,59.62664296087063,-151.5698665468475,59.63271594241446,-151.55766050469407,59.627408619746305
-151.55533282796074,59.62656767606896,-151.57001977017543,59.63267899845008,-151.557764231848,59.62734060340219
-151.5554146715638,59.626492391267284,-151.5701729935034,59.6326420544857,-151.55786795900198,59.62727258705807
-151.55549651516682,59.62641710646561,-151.57032621683135,59.632605110521325,-151.55797168615592,59.62720457071396
-151.55557835876988,59.626341821663935,-151.5704794401593,59.63256816655694,-151.55807541330987,59.62713655436984
-151.5556602023729,59.62626653686226,-151.57063266348723,59.63253122259257,-151.55817914046384,59.627068538025725
-151.55574204597593,59.626191252060586,-151.57078588681517,59.63249427862819,-151.55828286761778,59.62700052168161
-151.555823889579,59.62611596725891,-151.57093911014312,59.63245733466381,-151.55838659477172,59.62693250533749
-151.55590573318202,59.62604068245724,-151.57109233347106,59.63242039069943,-151.5584903219257,59.62686448899338
-151.55598757678504,59.62596539765556,-151.571245556799,59.632383446735055,-151.55859404907963,59.62679647264926
-151.5560694203881,59.62589011285389,-151.57139878012694,59.63234650277067,-151.55869777623357,59.626728456305145
-151.55615126399113,59.625814828052214,-151.57155200345488,59.6323095588063,-151.55880150338754,59.62666043996103
-151.55623310759418,59.62573954325053,-151.57170522678283,59.632272614841916,-151.55890523054148,59.62659242361691
-151.5563149511972,59.62566425844886,-151.57185845011077,59.63223567087754,-151.55900895769543,59.6265244072728
-151.55639679480024,59.62558897364718,-151.5720116734387,59.63219872691316,-151.5591126848494,59.62645639092868
-151.5564786384033,59.62551368884551,-151.57216489676668,59.632161782948785,-151.55921641200334,59.626388374584565
-151.55656048200632,59.625438404043834,-151.57231812009462,59.6321248389844,-151.55932013915728,59.62632035824045
-151.55664232560937,59.62536311924216,-151.57247134342256,59.63208789502003,-151.55942386631125,59.62625234189633
