p_pick_sec,s_pick_sec,denoised_channels
9.859999656677246,15.979999542236328,0.0
9.520000457763672,15.84000015258789,1.0
9.260000228881836,15.920000076293944,2.0
9.520000457763672,15.84000015258789,3.0
7.21999979019165,15.220000267028809,4.0
9.479999542236328,15.720000267028809,5.0
9.31999969482422,15.859999656677246,6.0
9.260000228881836,15.880000114440918,7.0
9.260000228881836,15.760000228881836,8.0
9.359999656677246,15.800000190734863,9.0
9.300000190734863,15.920000076293944,10.0
9.5,15.84000015258789,11.0
9.399999618530272,15.84000015258789,12.0
9.600000381469728,15.960000038146973,13.0
9.5,15.880000114440918,14.0
9.34000015258789,15.68000030517578,15.0
9.359999656677246,15.699999809265137,16.0
9.31999969482422,15.699999809265137,17.0
9.15999984741211,15.68000030517578,18.0
9.18000030517578,15.859999656677246,19.0
9.260000228881836,15.779999732971191,20.0
9.18000030517578,15.84000015258789,21.0
9.359999656677246,15.739999771118164,22.0
9.31999969482422,15.800000190734863,23.0
9.300000190734863,15.739999771118164,24.0
9.239999771118164,15.760000228881836,25.0
9.220000267028809,15.81999969482422,26.0
9.220000267028809,15.760000228881836,27.0
9.220000267028809,15.760000228881836,28.0
9.119999885559082,15.81999969482422,29.0
9.119999885559082,15.779999732971191,30.0
9.420000076293944,15.640000343322754,31.0
9.18000030517578,15.760000228881836,32.0
9.100000381469728,15.739999771118164,33.0
9.239999771118164,15.65999984741211,34.0
9.380000114440918,15.699999809265137,35.0
9.020000457763672,15.800000190734863,36.0
9.100000381469728,15.81999969482422,37.0
9.15999984741211,15.81999969482422,38.0
9.220000267028809,15.960000038146973,39.0
9.260000228881836,15.81999969482422,40.0
9.220000267028809,15.619999885559082,41.0
9.260000228881836,15.619999885559082,42.0
9.220000267028809,15.779999732971191,43.0
9.140000343322754,15.81999969482422,44.0
8.960000038146973,15.720000267028809,45.0
9.300000190734863,15.68000030517578,46.0
9.300000190734863,15.15999984741211,47.0
9.239999771118164,15.399999618530272,48.0
9.359999656677246,15.359999656677246,49.0
9.279999732971191,15.720000267028809,50.0
9.220000267028809,15.779999732971191,51.0
9.18000030517578,15.619999885559082,52.0
9.079999923706056,15.84000015258789,53.0
9.079999923706056,15.880000114440918,54.0
9.039999961853027,15.779999732971191,55.0
9.100000381469728,15.720000267028809,56.0
9.31999969482422,15.779999732971191,57.0
9.279999732971191,15.699999809265137,58.0
9.34000015258789,15.68000030517578,59.0
9.15999984741211,15.800000190734863,60.0
9.039999961853027,15.619999885559082,61.0
9.34000015258789,15.579999923706056,62.0
9.31999969482422,15.720000267028809,63.0
9.119999885559082,15.779999732971191,64.0
8.880000114440918,15.779999732971191,65.0
9.020000457763672,15.720000267028809,66.0
8.960000038146973,15.81999969482422,67.0
9.039999961853027,15.720000267028809,68.0
9.079999923706056,15.720000267028809,69.0
9.399999618530272,15.880000114440918,70.0
9.239999771118164,15.520000457763672,71.0
9.220000267028809,15.720000267028809,72.0
9.140000343322754,15.65999984741211,73.0
9.220000267028809,15.84000015258789,74.0
9.399999618530272,15.859999656677246,75.0
9.380000114440918,15.760000228881836,76.0
9.239999771118164,15.81999969482422,77.0
9.31999969482422,15.920000076293944,78.0
9.15999984741211,15.5,79.0
9.300000190734863,15.199999809265137,80.0
9.359999656677246,15.460000038146973,81.0
9.039999961853027,15.5,82.0
9.140000343322754,15.619999885559082,83.0
9.239999771118164,15.619999885559082,84.0
9.18000030517578,15.720000267028809,85.0
9.31999969482422,15.619999885559082,86.0
9.300000190734863,15.65999984741211,87.0
9.18000030517578,15.579999923706056,88.0
9.34000015258789,15.600000381469728,89.0
9.15999984741211,15.520000457763672,90.0
9.359999656677246,16.059999465942383,91.0
9.100000381469728,15.739999771118164,92.0
9.039999961853027,15.579999923706056,93.0
9.079999923706056,15.539999961853027,94.0
9.279999732971191,15.84000015258789,95.0
9.199999809265137,16.0,96.0
9.039999961853027,15.899999618530272,97.0
9.199999809265137,15.81999969482422,98.0
9.100000381469728,15.619999885559082,99.0
9.18000030517578,16.0,100.0
9.15999984741211,15.859999656677246,101.0
9.18000030517578,15.859999656677246,102.0
9.100000381469728,15.960000038146973,103.0
9.15999984741211,15.9399995803833,104.0
9.199999809265137,15.899999618530272,105.0
9.199999809265137,15.779999732971191,106.0
9.0600004196167,15.760000228881836,107.0
9.0600004196167,15.84000015258789,108.0
9.239999771118164,15.899999618530272,109.0
9.199999809265137,15.880000114440918,110.0
9.220000267028809,15.640000343322754,111.0
9.300000190734863,15.81999969482422,112.0
9.34000015258789,15.760000228881836,113.0
9.34000015258789,15.81999969482422,114.0
9.199999809265137,15.960000038146973,115.0
9.18000030517578,15.899999618530272,116.0
9.300000190734863,15.699999809265137,117.0
9.31999969482422,15.760000228881836,118.0
9.239999771118164,15.880000114440918,119.0
