channel,KKFLS_p_sec,KKFLS_s_sec,TERRA_p_sec,TERRA_s_sec,KKFLN_p_sec,KKFLN_s_sec
78,9.31999969482422,15.920000076293944,9.18000030517578,15.65999984741211,,
79,9.15999984741211,15.5,9.380000114440918,15.800000190734863,,
80,9.300000190734863,15.199999809265137,9.34000015258789,15.65999984741211,,
81,9.359999656677246,15.460000038146973,9.300000190734863,15.699999809265137,,
82,9.039999961853027,15.5,9.34000015258789,15.65999984741211,,
83,9.140000343322754,15.619999885559082,9.140000343322754,15.68000030517578,,
84,9.239999771118164,15.619999885559082,9.420000076293944,15.779999732971191,,
85,9.18000030517578,15.720000267028809,9.460000038146973,15.899999618530272,,
86,9.31999969482422,15.619999885559082,9.420000076293944,15.739999771118164,,
87,9.300000190734863,15.65999984741211,9.4399995803833,15.65999984741211,,
88,9.18000030517578,15.579999923706056,9.4399995803833,15.68000030517578,,
89,9.34000015258789,15.600000381469728,9.4399995803833,15.699999809265137,,
90,9.15999984741211,15.520000457763672,9.300000190734863,15.720000267028809,,
91,9.359999656677246,16.059999465942383,9.31999969482422,15.739999771118164,,
92,9.100000381469728,15.739999771118164,9.260000228881836,15.68000030517578,,
93,9.039999961853027,15.579999923706056,9.31999969482422,15.84000015258789,,
94,9.079999923706056,15.539999961853027,9.220000267028809,15.81999969482422,,
95,9.279999732971191,15.84000015258789,9.199999809265137,15.81999969482422,,
96,9.199999809265137,16.0,9.31999969482422,15.899999618530272,,
97,9.039999961853027,15.899999618530272,9.34000015258789,15.619999885559082,,
98,9.199999809265137,15.81999969482422,9.18000030517578,15.600000381469728,,
99,9.100000381469728,15.619999885559082,9.18000030517578,15.619999885559082,,
100,9.18000030517578,16.0,9.300000190734863,15.619999885559082,,
101,9.15999984741211,15.859999656677246,9.199999809265137,15.65999984741211,,
102,9.18000030517578,15.859999656677246,9.18000030517578,15.619999885559082,,
103,9.100000381469728,15.960000038146973,9.359999656677246,15.579999923706056,,
104,9.15999984741211,15.9399995803833,9.31999969482422,15.5,,
105,9.199999809265137,15.899999618530272,9.260000228881836,15.5600004196167,,
106,9.199999809265137,15.779999732971191,9.220000267028809,15.600000381469728,,
107,9.0600004196167,15.760000228881836,9.15999984741211,15.720000267028809,,
108,9.0600004196167,15.84000015258789,9.079999923706056,15.5600004196167,,
109,9.239999771118164,15.899999618530272,9.640000343322754,15.600000381469728,,
110,9.199999809265137,15.880000114440918,9.520000457763672,15.84000015258789,,
111,9.220000267028809,15.640000343322754,9.520000457763672,15.520000457763672,,
112,9.300000190734863,15.81999969482422,9.539999961853027,15.5,,
113,9.34000015258789,15.760000228881836,9.199999809265137,15.520000457763672,,
114,9.34000015258789,15.81999969482422,9.239999771118164,15.5,,
115,9.199999809265137,15.960000038146973,9.199999809265137,15.460000038146973,,
116,9.18000030517578,15.899999618530272,9.199999809265137,15.460000038146973,,
117,9.300000190734863,15.699999809265137,9.399999618530272,15.380000114440918,,
118,9.31999969482422,15.760000228881836,9.239999771118164,15.380000114440918,,
119,9.239999771118164,15.880000114440918,9.239999771118164,15.239999771118164,,
120,9.34000015258789,15.859999656677246,9.600000381469728,15.260000228881836,,
121,9.140000343322754,15.779999732971191,9.579999923706056,15.239999771118164,,
122,9.039999961853027,15.779999732971191,9.420000076293944,15.460000038146973,,
123,9.15999984741211,15.699999809265137,9.399999618530272,15.199999809265137,,
124,9.199999809265137,15.68000030517578,9.260000228881836,15.4399995803833,,
125,8.9399995803833,15.81999969482422,9.539999961853027,15.5,,
126,9.15999984741211,15.619999885559082,9.279999732971191,15.300000190734863,,
127,9.359999656677246,15.640000343322754,9.479999542236328,15.479999542236328,,
128,9.31999969482422,15.800000190734863,9.420000076293944,15.460000038146973,,
129,9.4399995803833,15.720000267028809,9.420000076293944,15.5600004196167,,
130,9.420000076293944,15.84000015258789,9.279999732971191,15.300000190734863,,
131,9.020000457763672,15.84000015258789,9.279999732971191,15.359999656677246,,
132,9.020000457763672,15.899999618530272,9.31999969482422,15.399999618530272,,
133,8.979999542236328,15.899999618530272,9.619999885559082,15.399999618530272,,
134,9.0,15.800000190734863,9.65999984741211,15.640000343322754,,
135,9.119999885559082,15.9399995803833,9.460000038146973,15.420000076293944,,
136,8.880000114440918,15.520000457763672,9.31999969482422,15.399999618530272,,
137,9.239999771118164,15.800000190734863,9.34000015258789,15.420000076293944,,
138,9.199999809265137,15.84000015258789,9.399999618530272,15.81999969482422,,
139,9.18000030517578,15.979999542236328,9.199999809265137,15.539999961853027,,
140,9.0600004196167,16.020000457763672,9.079999923706056,15.479999542236328,,
141,8.979999542236328,15.81999969482422,9.5,15.520000457763672,,
142,9.18000030517578,15.81999969482422,8.720000267028809,15.5600004196167,,
143,9.140000343322754,15.81999969482422,9.31999969482422,15.579999923706056,,
144,9.15999984741211,15.800000190734863,9.119999885559082,15.520000457763672,,
145,9.119999885559082,15.800000190734863,9.300000190734863,15.579999923706056,,
146,9.079999923706056,15.779999732971191,9.279999732971191,15.619999885559082,,
147,9.220000267028809,15.720000267028809,9.380000114440918,15.539999961853027,,
148,9.140000343322754,15.760000228881836,9.359999656677246,15.68000030517578,,
149,9.119999885559082,15.81999969482422,9.359999656677246,15.619999885559082,,
150,9.18000030517578,15.800000190734863,9.600000381469728,15.619999885559082,,
151,9.380000114440918,15.68000030517578,9.420000076293944,15.5,,
152,9.380000114440918,15.619999885559082,9.34000015258789,15.399999618530272,,
153,9.239999771118164,15.579999923706056,9.399999618530272,15.399999618530272,,
154,9.399999618530272,15.520000457763672,9.380000114440918,15.4399995803833,,
155,9.279999732971191,15.720000267028809,9.5600004196167,15.68000030517578,,
156,9.220000267028809,15.899999618530272,9.520000457763672,15.579999923706056,,
157,9.239999771118164,16.040000915527344,9.4399995803833,15.65999984741211,,
158,9.279999732971191,16.040000915527344,9.399999618530272,15.739999771118164,,
159,9.18000030517578,15.65999984741211,9.399999618530272,15.739999771118164,,
160,9.260000228881836,15.600000381469728,9.4399995803833,15.640000343322754,,
161,9.279999732971191,15.5600004196167,9.520000457763672,15.699999809265137,,
162,9.31999969482422,15.5600004196167,9.199999809265137,15.640000343322754,,
163,9.199999809265137,15.520000457763672,9.31999969482422,15.619999885559082,,
164,9.31999969482422,15.5,9.399999618530272,15.720000267028809,,
165,9.18000030517578,15.600000381469728,9.220000267028809,15.699999809265137,,
166,9.220000267028809,15.640000343322754,9.479999542236328,15.600000381469728,,
167,9.039999961853027,15.81999969482422,9.359999656677246,15.5600004196167,,
168,9.039999961853027,15.779999732971191,9.260000228881836,15.579999923706056,,
169,8.979999542236328,15.579999923706056,9.31999969482422,15.539999961853027,,
170,9.220000267028809,15.520000457763672,9.079999923706056,15.460000038146973,,
171,9.699999809265137,15.5,8.920000076293945,15.65999984741211,,
172,9.380000114440918,15.68000030517578,8.859999656677246,15.579999923706056,,
173,9.31999969482422,15.619999885559082,9.18000030517578,15.619999885559082,,
174,9.380000114440918,15.720000267028809,9.079999923706056,15.520000457763672,,
175,9.359999656677246,15.65999984741211,9.239999771118164,15.5600004196167,,
176,9.279999732971191,15.739999771118164,9.239999771118164,15.600000381469728,,
177,9.5,15.600000381469728,9.380000114440918,15.68000030517578,,
178,9.5,15.600000381469728,9.279999732971191,15.880000114440918,,
179,9.380000114440918,15.600000381469728,9.279999732971191,15.65999984741211,,
180,9.140000343322754,15.539999961853027,9.0,15.739999771118164,,
181,9.399999618530272,15.34000015258789,9.15999984741211,15.65999984741211,,
182,9.359999656677246,15.460000038146973,9.18000030517578,15.68000030517578,,
183,9.4399995803833,15.65999984741211,8.880000114440918,15.619999885559082,,
184,9.020000457763672,15.68000030517578,9.300000190734863,15.640000343322754,,
185,9.420000076293944,15.619999885559082,9.079999923706056,15.699999809265137,,
186,9.239999771118164,15.479999542236328,9.140000343322754,15.699999809265137,,
187,9.260000228881836,15.65999984741211,9.15999984741211,15.699999809265137,,
188,9.300000190734863,15.300000190734863,9.020000457763672,15.640000343322754,,
189,9.460000038146973,15.619999885559082,9.18000030517578,15.5600004196167,,
190,9.420000076293944,15.68000030517578,9.119999885559082,15.579999923706056,,
191,9.220000267028809,15.65999984741211,9.260000228881836,15.460000038146973,,
192,9.279999732971191,15.600000381469728,9.34000015258789,15.460000038146973,,
193,9.260000228881836,15.460000038146973,9.380000114440918,15.640000343322754,,
194,9.31999969482422,15.279999732971191,9.239999771118164,15.5600004196167,,
195,9.18000030517578,15.359999656677246,9.15999984741211,15.579999923706056,,
196,9.300000190734863,15.5600004196167,9.380000114440918,15.5,,
197,9.119999885559082,15.68000030517578,9.199999809265137,15.600000381469728,,
198,9.199999809265137,15.68000030517578,9.399999618530272,15.460000038146973,,
199,9.479999542236328,15.640000343322754,9.140000343322754,15.539999961853027,,
200,9.300000190734863,15.34000015258789,9.199999809265137,15.5600004196167,,
201,9.300000190734863,15.239999771118164,9.100000381469728,15.619999885559082,,
202,9.279999732971191,15.199999809265137,9.260000228881836,15.68000030517578,,
203,9.399999618530272,15.5600004196167,9.079999923706056,15.880000114440918,,
204,9.460000038146973,15.539999961853027,8.960000038146973,15.84000015258789,,
205,9.460000038146973,15.65999984741211,9.199999809265137,15.68000030517578,,
206,9.279999732971191,15.65999984741211,9.18000030517578,15.68000030517578,,
207,9.399999618530272,15.68000030517578,9.079999923706056,15.619999885559082,,
208,9.279999732971191,15.65999984741211,9.0600004196167,15.520000457763672,,
209,9.420000076293944,15.68000030517578,9.18000030517578,15.4399995803833,,
210,9.18000030517578,15.779999732971191,9.15999984741211,15.520000457763672,,
211,9.18000030517578,15.65999984741211,9.100000381469728,15.5600004196167,,
212,9.359999656677246,15.4399995803833,9.119999885559082,15.539999961853027,,
213,9.260000228881836,15.300000190734863,9.100000381469728,15.539999961853027,,
214,9.039999961853027,15.34000015258789,9.020000457763672,15.5600004196167,,
215,9.420000076293944,15.65999984741211,9.119999885559082,15.579999923706056,,
216,9.15999984741211,15.68000030517578,9.279999732971191,15.5600004196167,,
217,9.199999809265137,15.65999984741211,9.359999656677246,15.65999984741211,,
218,9.300000190734863,15.81999969482422,9.039999961853027,15.539999961853027,,
219,9.420000076293944,15.739999771118164,9.039999961853027,15.5600004196167,,
220,9.199999809265137,15.84000015258789,9.119999885559082,15.600000381469728,,
221,9.15999984741211,15.84000015258789,9.039999961853027,15.579999923706056,,
222,9.199999809265137,15.619999885559082,9.039999961853027,15.68000030517578,,
223,9.140000343322754,15.399999618530272,8.899999618530273,15.5600004196167,,
224,9.279999732971191,15.31999969482422,9.079999923706056,15.5600004196167,,
225,9.31999969482422,15.34000015258789,8.979999542236328,15.579999923706056,,
226,9.0600004196167,15.520000457763672,9.119999885559082,15.5,,
227,9.119999885559082,15.5600004196167,9.100000381469728,15.520000457763672,,
228,9.199999809265137,15.4399995803833,9.279999732971191,15.479999542236328,,
229,9.199999809265137,15.279999732971191,9.079999923706056,15.579999923706056,,
230,9.600000381469728,15.5,9.18000030517578,15.640000343322754,,
231,9.260000228881836,15.81999969482422,9.079999923706056,15.520000457763672,,
232,9.300000190734863,15.68000030517578,9.079999923706056,15.520000457763672,,
233,9.31999969482422,15.619999885559082,9.119999885559082,15.619999885559082,,
234,9.31999969482422,15.65999984741211,8.960000038146973,15.84000015258789,,
235,9.100000381469728,15.140000343322754,9.039999961853027,15.619999885559082,,
236,9.199999809265137,15.239999771118164,9.039999961853027,15.5600004196167,,
237,9.279999732971191,15.619999885559082,9.0,15.619999885559082,,
238,9.31999969482422,15.619999885559082,9.020000457763672,15.65999984741211,,
239,9.199999809265137,15.380000114440918,9.079999923706056,15.779999732971191,,
240,9.31999969482422,15.460000038146973,9.0,15.619999885559082,,
241,9.119999885559082,15.5,9.0600004196167,15.65999984741211,,
242,9.220000267028809,15.619999885559082,9.15999984741211,15.520000457763672,,
243,9.34000015258789,15.760000228881836,9.039999961853027,15.479999542236328,,
244,9.239999771118164,15.699999809265137,9.039999961853027,15.65999984741211,,
245,9.119999885559082,15.68000030517578,9.079999923706056,15.619999885559082,,
246,9.34000015258789,15.5600004196167,9.020000457763672,15.5600004196167,,
247,9.220000267028809,15.68000030517578,9.079999923706056,15.479999542236328,,
248,9.260000228881836,15.600000381469728,9.039999961853027,15.539999961853027,,
249,9.239999771118164,15.619999885559082,9.079999923706056,15.4399995803833,,
250,9.279999732971191,15.65999984741211,9.100000381469728,15.5,,
251,9.380000114440918,15.68000030517578,9.119999885559082,15.600000381469728,,
252,9.15999984741211,15.739999771118164,9.220000267028809,15.65999984741211,,
253,9.15999984741211,15.640000343322754,9.239999771118164,15.5,,
254,9.199999809265137,15.68000030517578,9.140000343322754,15.539999961853027,,
255,9.300000190734863,15.460000038146973,9.119999885559082,15.619999885559082,,
256,9.140000343322754,15.520000457763672,9.119999885559082,15.5600004196167,,
257,9.220000267028809,15.800000190734863,9.079999923706056,15.5,,
258,9.15999984741211,15.779999732971191,9.039999961853027,15.479999542236328,,
259,9.34000015258789,15.640000343322754,9.119999885559082,15.34000015258789,,
260,9.039999961853027,15.68000030517578,9.15999984741211,15.479999542236328,,
261,9.199999809265137,15.880000114440918,9.34000015258789,15.359999656677246,,
262,9.140000343322754,15.81999969482422,9.239999771118164,15.579999923706056,,
263,9.380000114440918,15.9399995803833,9.260000228881836,15.399999618530272,,
264,9.399999618530272,15.920000076293944,9.100000381469728,15.539999961853027,,
265,9.420000076293944,16.079999923706055,9.15999984741211,15.460000038146973,,
266,9.359999656677246,15.81999969482422,9.140000343322754,15.460000038146973,,
267,9.34000015258789,16.0,8.960000038146973,15.520000457763672,,
268,9.079999923706056,15.960000038146973,9.140000343322754,15.5600004196167,,
269,9.34000015258789,15.760000228881836,9.34000015258789,15.479999542236328,,
270,9.380000114440918,15.84000015258789,9.34000015258789,15.5,,
271,9.31999969482422,15.760000228881836,9.020000457763672,15.600000381469728,,
272,9.4399995803833,16.059999465942383,9.039999961853027,15.619999885559082,,
273,9.420000076293944,15.920000076293944,9.100000381469728,15.5600004196167,,
274,9.4399995803833,15.68000030517578,9.0600004196167,15.460000038146973,,
275,9.300000190734863,15.779999732971191,9.279999732971191,15.460000038146973,,
276,9.34000015258789,15.979999542236328,8.979999542236328,15.5,,
277,9.140000343322754,15.9399995803833,9.079999923706056,15.420000076293944,,
278,9.18000030517578,16.0,8.84000015258789,15.5,,
279,8.960000038146973,15.760000228881836,9.239999771118164,15.279999732971191,,
280,9.279999732971191,15.760000228881836,9.199999809265137,15.420000076293944,,
281,9.279999732971191,15.859999656677246,8.960000038146973,15.359999656677246,,
282,9.0,15.81999969482422,9.31999969482422,15.479999542236328,,
283,9.119999885559082,16.0,9.0600004196167,15.5,,
284,9.279999732971191,15.920000076293944,9.15999984741211,15.619999885559082,,
285,9.119999885559082,15.899999618530272,9.100000381469728,15.65999984741211,,
286,9.199999809265137,15.720000267028809,9.039999961853027,15.600000381469728,,
287,9.100000381469728,15.81999969482422,9.140000343322754,15.420000076293944,,
288,9.34000015258789,16.040000915527344,9.220000267028809,15.479999542236328,,
289,9.199999809265137,15.739999771118164,9.31999969482422,15.619999885559082,,
290,9.15999984741211,15.539999961853027,9.34000015258789,15.460000038146973,,
291,9.18000030517578,15.65999984741211,9.359999656677246,15.4399995803833,,
292,9.18000030517578,15.920000076293944,9.119999885559082,15.4399995803833,,
293,9.0600004196167,15.800000190734863,9.18000030517578,15.579999923706056,,
294,9.279999732971191,15.5,9.079999923706056,15.65999984741211,,
295,9.239999771118164,15.479999542236328,9.100000381469728,15.420000076293944,,
296,9.31999969482422,15.5600004196167,9.0600004196167,15.539999961853027,,
297,9.15999984741211,15.600000381469728,9.220000267028809,15.279999732971191,,
298,9.15999984741211,15.5600004196167,9.079999923706056,15.199999809265137,,
299,9.34000015258789,15.699999809265137,9.079999923706056,15.34000015258789,,
300,9.15999984741211,15.619999885559082,9.239999771118164,15.4399995803833,,
301,9.0600004196167,15.619999885559082,9.140000343322754,15.31999969482422,,
302,9.279999732971191,15.420000076293944,9.239999771118164,15.279999732971191,,
303,9.31999969482422,15.5,9.140000343322754,15.380000114440918,,
304,9.359999656677246,15.579999923706056,9.15999984741211,15.079999923706056,,
305,9.34000015258789,15.539999961853027,9.15999984741211,15.399999618530272,,
306,9.15999984741211,15.640000343322754,9.100000381469728,15.220000267028809,,
307,9.119999885559082,15.5600004196167,9.15999984741211,15.260000228881836,,
308,9.079999923706056,15.5,9.119999885559082,15.119999885559082,,
309,9.020000457763672,15.520000457763672,9.039999961853027,15.199999809265137,,
310,9.140000343322754,15.739999771118164,9.18000030517578,15.420000076293944,,
311,9.15999984741211,15.5,9.359999656677246,15.279999732971191,,
312,9.119999885559082,15.380000114440918,9.079999923706056,15.34000015258789,,
313,9.100000381469728,15.460000038146973,9.039999961853027,15.199999809265137,,
314,8.960000038146973,15.300000190734863,9.100000381469728,15.119999885559082,,
315,9.15999984741211,15.520000457763672,9.079999923706056,15.239999771118164,,
316,9.140000343322754,15.520000457763672,9.239999771118164,15.31999969482422,,
317,9.079999923706056,15.5600004196167,9.220000267028809,15.34000015258789,,
318,9.18000030517578,15.5,9.279999732971191,15.399999618530272,,
319,9.100000381469728,15.619999885559082,9.039999961853027,15.520000457763672,,
320,9.039999961853027,15.5600004196167,9.079999923706056,15.279999732971191,,
321,9.100000381469728,15.600000381469728,9.31999969482422,15.460000038146973,,
322,8.960000038146973,15.460000038146973,9.300000190734863,15.68000030517578,,
323,8.960000038146973,15.399999618530272,9.260000228881836,15.5600004196167,,
324,9.0,15.420000076293944,9.31999969482422,15.5600004196167,,
325,8.920000076293945,15.68000030517578,9.260000228881836,15.600000381469728,,
326,8.9399995803833,15.65999984741211,9.220000267028809,15.520000457763672,,
327,8.920000076293945,15.5,9.15999984741211,15.34000015258789,,
328,9.15999984741211,15.579999923706056,9.279999732971191,15.199999809265137,,
329,8.960000038146973,15.65999984741211,9.300000190734863,15.0600004196167,,
330,8.960000038146973,15.720000267028809,9.359999656677246,15.15999984741211,,
331,8.960000038146973,15.800000190734863,8.979999542236328,15.199999809265137,,
332,8.9399995803833,15.65999984741211,9.079999923706056,15.199999809265137,,
333,9.020000457763672,15.579999923706056,9.279999732971191,15.279999732971191,,
334,8.920000076293945,15.619999885559082,9.0600004196167,15.520000457763672,,
335,9.0,15.579999923706056,9.140000343322754,15.520000457763672,,
336,8.9399995803833,15.460000038146973,9.15999984741211,15.520000457763672,,
337,9.119999885559082,15.5600004196167,9.199999809265137,15.600000381469728,,
338,9.020000457763672,15.619999885559082,9.119999885559082,15.520000457763672,,
339,9.020000457763672,15.520000457763672,9.140000343322754,15.5600004196167,,
340,8.960000038146973,15.579999923706056,9.0,15.380000114440918,,
341,9.020000457763672,15.5600004196167,9.300000190734863,15.359999656677246,,
342,9.0,15.640000343322754,9.359999656677246,15.34000015258789,,
343,9.0,15.619999885559082,9.199999809265137,15.279999732971191,,
344,9.020000457763672,15.739999771118164,9.15999984741211,15.260000228881836,,
345,9.079999923706056,15.720000267028809,9.079999923706056,15.279999732971191,,
346,8.9399995803833,15.5,9.380000114440918,15.34000015258789,,
347,8.979999542236328,15.619999885559082,9.119999885559082,15.359999656677246,,
348,9.0,15.699999809265137,9.300000190734863,15.34000015258789,,
349,8.979999542236328,16.1200008392334,9.31999969482422,15.380000114440918,,
350,8.960000038146973,15.81999969482422,9.140000343322754,15.399999618530272,,
351,9.020000457763672,15.760000228881836,9.279999732971191,15.420000076293944,,
352,9.020000457763672,15.65999984741211,9.34000015258789,15.359999656677246,,
353,9.0600004196167,15.34000015258789,9.31999969482422,15.359999656677246,,
354,8.979999542236328,15.300000190734863,9.300000190734863,15.399999618530272,,
355,9.119999885559082,15.619999885559082,9.199999809265137,15.460000038146973,,
356,9.079999923706056,15.720000267028809,9.15999984741211,15.399999618530272,,
357,9.039999961853027,15.5600004196167,9.31999969482422,15.479999542236328,,
358,9.020000457763672,15.779999732971191,9.279999732971191,15.5,,
359,9.100000381469728,15.859999656677246,9.079999923706056,15.239999771118164,,
360,9.0600004196167,15.600000381469728,9.18000030517578,15.359999656677246,,
361,9.039999961853027,15.5,9.18000030517578,15.239999771118164,,
362,9.039999961853027,15.65999984741211,9.15999984741211,15.279999732971191,,
363,8.920000076293945,15.699999809265137,9.260000228881836,15.4399995803833,,
364,9.039999961853027,15.5,9.31999969482422,15.220000267028809,,
365,9.140000343322754,15.399999618530272,9.460000038146973,15.239999771118164,,
366,9.119999885559082,15.539999961853027,9.420000076293944,15.420000076293944,,
367,9.34000015258789,15.720000267028809,9.359999656677246,15.65999984741211,,
368,9.260000228881836,15.640000343322754,9.420000076293944,15.619999885559082,,
369,9.140000343322754,15.579999923706056,9.4399995803833,15.720000267028809,,
370,8.899999618530273,15.619999885559082,9.239999771118164,15.720000267028809,,
371,9.119999885559082,15.65999984741211,9.4399995803833,15.81999969482422,,
372,9.119999885559082,15.619999885559082,9.460000038146973,15.68000030517578,,
373,9.079999923706056,15.65999984741211,9.4399995803833,15.5,,
374,9.0600004196167,15.579999923706056,9.15999984741211,15.579999923706056,,
375,9.15999984741211,15.579999923706056,9.15999984741211,15.640000343322754,,
376,9.119999885559082,15.600000381469728,9.119999885559082,15.619999885559082,,
377,9.119999885559082,15.65999984741211,9.119999885559082,15.579999923706056,,
378,9.100000381469728,15.5600004196167,9.15999984741211,15.619999885559082,,
379,9.079999923706056,15.65999984741211,9.18000030517578,15.65999984741211,,
380,9.079999923706056,15.779999732971191,9.5,15.720000267028809,,
381,9.079999923706056,15.619999885559082,9.5,15.539999961853027,,
382,9.079999923706056,15.5,9.460000038146973,15.800000190734863,,
383,9.15999984741211,15.65999984741211,9.359999656677246,15.65999984741211,,
384,9.239999771118164,15.68000030517578,9.34000015258789,15.539999961853027,,
385,9.31999969482422,15.920000076293944,9.199999809265137,15.4399995803833,,
386,9.0600004196167,15.899999618530272,9.279999732971191,15.520000457763672,,
387,9.100000381469728,15.619999885559082,9.260000228881836,15.260000228881836,,
388,9.220000267028809,15.5600004196167,9.520000457763672,15.279999732971191,,
389,8.979999542236328,15.5600004196167,9.460000038146973,15.300000190734863,,
390,9.0,15.739999771118164,9.18000030517578,15.18000030517578,,
391,9.0600004196167,15.720000267028809,9.220000267028809,15.220000267028809,,
392,9.18000030517578,15.5,9.239999771118164,15.260000228881836,,
393,9.020000457763672,15.460000038146973,9.239999771118164,15.65999984741211,,
394,8.899999618530273,15.5,9.020000457763672,15.4399995803833,,
395,9.079999923706056,15.640000343322754,9.079999923706056,15.539999961853027,,
396,9.15999984741211,15.5600004196167,9.239999771118164,15.4399995803833,,
