p_pick_sec,s_pick_sec,denoised_channels
nan,15.920000076293944,0.0
nan,16.079999923706055,1.0
nan,16.18000030517578,2.0
nan,nan,3.0
9.18000030517578,16.0,4.0
9.420000076293944,16.200000762939453,5.0
9.380000114440918,15.880000114440918,6.0
nan,nan,7.0
nan,nan,8.0
9.5600004196167,15.979999542236328,9.0
9.600000381469728,15.84000015258789,10.0
9.380000114440918,15.81999969482422,11.0
9.279999732971191,15.84000015258789,12.0
9.279999732971191,15.84000015258789,13.0
9.220000267028809,15.920000076293944,14.0
9.18000030517578,15.960000038146973,15.0
9.199999809265137,15.84000015258789,16.0
9.399999618530272,15.800000190734863,17.0
9.260000228881836,15.84000015258789,18.0
9.5,15.84000015258789,19.0
9.399999618530272,15.760000228881836,20.0
9.399999618530272,15.800000190734863,21.0
9.140000343322754,15.979999542236328,22.0
9.15999984741211,15.859999656677246,23.0
9.119999885559082,15.899999618530272,24.0
9.34000015258789,15.720000267028809,25.0
9.199999809265137,15.81999969482422,26.0
9.279999732971191,15.800000190734863,27.0
9.260000228881836,15.699999809265137,28.0
9.479999542236328,15.800000190734863,29.0
9.18000030517578,15.899999618530272,30.0
nan,15.9399995803833,31.0
9.279999732971191,15.920000076293944,32.0
9.0600004196167,15.9399995803833,33.0
9.15999984741211,15.979999542236328,34.0
9.380000114440918,15.760000228881836,35.0
9.380000114440918,15.779999732971191,36.0
9.119999885559082,15.760000228881836,37.0
9.079999923706056,15.960000038146973,38.0
9.039999961853027,15.779999732971191,39.0
9.15999984741211,15.760000228881836,40.0
9.199999809265137,15.760000228881836,41.0
9.520000457763672,15.859999656677246,42.0
9.260000228881836,15.9399995803833,43.0
9.420000076293944,15.720000267028809,44.0
9.31999969482422,15.739999771118164,45.0
9.199999809265137,15.81999969482422,46.0
9.15999984741211,15.720000267028809,47.0
9.359999656677246,15.779999732971191,48.0
9.399999618530272,15.800000190734863,49.0
9.380000114440918,15.880000114440918,50.0
9.260000228881836,15.81999969482422,51.0
9.31999969482422,15.920000076293944,52.0
9.199999809265137,15.880000114440918,53.0
9.239999771118164,15.81999969482422,54.0
9.420000076293944,15.779999732971191,55.0
9.399999618530272,15.84000015258789,56.0
9.34000015258789,15.760000228881836,57.0
9.31999969482422,15.640000343322754,58.0
9.420000076293944,15.68000030517578,59.0
9.539999961853027,15.920000076293944,60.0
9.479999542236328,15.899999618530272,61.0
9.100000381469728,15.720000267028809,62.0
9.100000381469728,15.720000267028809,63.0
9.460000038146973,15.239999771118164,64.0
9.460000038146973,15.68000030517578,65.0
9.420000076293944,15.399999618530272,66.0
9.399999618530272,15.399999618530272,67.0
9.020000457763672,14.84000015258789,68.0
9.199999809265137,15.380000114440918,69.0
9.199999809265137,15.539999961853027,70.0
9.119999885559082,15.4399995803833,71.0
9.079999923706056,15.65999984741211,72.0
9.119999885559082,15.720000267028809,73.0
9.039999961853027,15.760000228881836,74.0
9.220000267028809,15.68000030517578,75.0
9.380000114440918,15.84000015258789,76.0
9.18000030517578,15.84000015258789,77.0
9.18000030517578,15.760000228881836,78.0
9.380000114440918,15.5600004196167,79.0
9.34000015258789,15.520000457763672,80.0
9.300000190734863,15.800000190734863,81.0
9.34000015258789,15.68000030517578,82.0
9.140000343322754,15.699999809265137,83.0
9.420000076293944,15.579999923706056,84.0
9.460000038146973,15.720000267028809,85.0
9.420000076293944,15.739999771118164,86.0
9.4399995803833,15.760000228881836,87.0
9.4399995803833,15.760000228881836,88.0
9.4399995803833,15.800000190734863,89.0
9.300000190734863,15.920000076293944,90.0
9.31999969482422,15.720000267028809,91.0
